Kode_Okupasi,Okupasi,Kode_Unit_Kompetensi,Judul_Unit_Kompetensi,Status_UK,Referensi
TIK.DEV0712,MANAJER DUKUNGAN TI (IT SUPPORT MANAGER),ICANWK501A,"Plan, Implement and Test Enterprise Communication Solutions (Merencanakan, Mengimplementasikan dan Menguji Solusi Komunikasi Perusahaan)",Berlaku,Nomor 22 Tahun 2019
TIK.DEV0712,MANAJER DUKUNGAN TI (IT SUPPORT MANAGER),TIK.SM01.004.01,Melakukan Komunikasi Di Tempat Kerja,Dicabut,Nomor 610 Tahun 2012
TIK.DEV0712,MANAJER DUKUNGAN TI (IT SUPPORT MANAGER),TIK.SM02.009.01,Memberikan Pelayanan Produk-Produk Teknologi Informasi Sesuai Kebutuhan Bisnis,Dicabut,Nomor 610 Tahun 2012
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),ICAPMG603A,Manage IT Project Planning (Mengelola Perencanaan Proyek TI),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),ICAICT509A,Gather Data To Identify Business Requirements (Mengumpulkan Data untuk Mengidentifikasi Persyaratan Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.620200.003.01,"Menetapkan Baseline dan Target Arsitektur Bisnis, serta Kesenjangan antara Baseline dan Target Arsitektur Bisnis",Berlaku,Nomor 90 Tahun 2015
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.620200.005.01,Mengevaluasi Artefak Arsitektur dalam Architecture Landscape yang Terkait dengan Arsitektur Bisnis,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.620200.008.01,Menyusun Roadmap dan Komponen Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.620200.011.01,Menyusun Roadmap dan Komponen Arsitektur Aplikasi,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.620200.014.01,Menyusun Roadmap dan Komponen Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),BSBSMB407,Manage a Small Team (Mengelola Tim Kecil),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.62SQA00.003.1,Menentukan Lingkup Quality Assurance untuk Proses Pengembangan Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.62SQA00.006.1,Mengintegrasikan Penjaminan Kualitas ke Dalam Organisasi Pengembang,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0713,MANAJER SISTEM INFORMASI MANAJEMEN (MIS MANAGER),J.62SQA00.012.1,Mengevaluasi Pelaksanaan Penjaminan Kualitas Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.021.02,Menerapkan Akses Basis Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.033.02,Melaksanakan Pengujian Unit Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.022.02,Mengimplementasikan Algoritma Pemrograman,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.034.02,Melaksanakan Pengujian Integrasi Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.031.01,Melakukan Profiling Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.023.02,Membuat Dokumen Kode Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.032.01,Melakukan Code Review,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.002.01,Menganalisis Skalabilitas Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0602,ANALIS PROGRAM (PROGRAM ANALYST),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.001.01,Menganalisis Tools,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.003.01,"Melakukan Identifikasi Library, Komponen atau Framework yang Diperlukan",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.004.02,Menggunakan Struktur Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.007.01,Mengimplementasikan Rancangan Entitas dan Keterkaitan antar Entitas,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.021.02,Menerapkan Akses Basis Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.022.02,Mengimplementasikan Algoritma Pemrograman,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.032.01,Melakukan Code Review,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.042.01,"Melakukan Konfigurasi Perangkat Lunak Sesuai Environment (Development, Staging, Production)",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.043.01,Menganalisis Dampak Perubahan Terhadap Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.620100.047.01,Melakukan Pembaharuan Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0603,PEMROGRAM BASISDATA (DATABASE PROGRAMMER),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.041.01,Melaksanakan Cutover Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.038.01,Melaksanakan Pengujian Oleh Pengguna (UAT),Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.62090.018.01,Mengelola Risiko Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.020.02,Menggunakan SQL,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.044.01,Menerapkan Alert Notification Jika Aplikasi Bermasalah,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.003.01,"Melakukan Identifikasi Library, Komponen atau Framework yang Diperlukan",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.024.02,Melakukan Migrasi Ke Teknologi Baru,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.047.01,Melakukan Pembaharuan Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.039.02,Memberikan Petunjuk Teknis Kepada Pelanggan,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.030.02,Menerapkan Pemrograman Multimedia,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),TIK.SM03.001.01,Menentukan Arsitektur Perangkat Keras,Dicabut,Nomor 610 Tahun 2012
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),M.702090.001.01,Mengelola Proyek Secara Terintegrasi (Project Integration Management),Berlaku,Nomor 349 Tahun 2014
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.001.01,Menganalisis Tools,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.002.01,Menganalisis Skalabilitas Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.043.01,Menganalisis Dampak Perubahan Terhadap Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.029.02,Menerapkan Pemrograman Paralel,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),M.702090.005.01,Mengelola Kualitas Proyek (Project Quality Management),Berlaku,Nomor 349 Tahun 2014
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.022.02,Mengimplementasikan Algoritma Pemrograman,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),J.620100.028.02,Menerapkan Pemrograman Real Time,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0604,PENGEMBANG WEB (WEB DEVELOPER),M.702090.002.01,Mengelola Ruang Lingkup Proyek (Project Scope Management),Berlaku,Nomor 349 Tahun 2014
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),BSBSUS501A,Develop Workplace Policy and Procedures for Sustainability (Mengembangkan Kebijakan dan Prosedur di Tempat Kerja untuk Keberlanjutan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),BSBWOR502B,Ensure Team Effectiveness (Memastikan Efektifas Tim),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),ICAPRG515A,Review developed software,,ICAPRG
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),ICAPRG520A,Validate an application design against specifications,,ICAPRG
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),ICASAS513A,Develop detailed test plans,,ICASAS
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),ICASAS515A,Manage the testing process,,ICASAS
TIK.DEV0605,SUPERVISOR PEMROGRAM APLIKASI (APPLICATION PROGRAMMER SUPERVISOR),TIK.PR07.001.01,Membuat Perencanaan Pengujian Detail (Detailed Test Plan),Dicabut,Nomor 142 Tahun 2005
TIK.DEV0606,SUPERVISOR PEMROGRAM SISTEM (SYSTEMS PROGRAMMER SUPERVISOR),ICAICT507A,Select New Technology Models for Business (Memilih Model Teknologi untuk Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0606,SUPERVISOR PEMROGRAM SISTEM (SYSTEMS PROGRAMMER SUPERVISOR),ICAICT509A,Gather Data To Identify Business Requirements (Mengumpulkan Data untuk Mengidentifikasi Persyaratan Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0606,SUPERVISOR PEMROGRAM SISTEM (SYSTEMS PROGRAMMER SUPERVISOR),ICAICT510A,Determine appropriate IT strategies and solutions,,ICAICT
TIK.DEV0606,SUPERVISOR PEMROGRAM SISTEM (SYSTEMS PROGRAMMER SUPERVISOR),ICAICT511A,Match IT needs with the strategic direction of the enterprise,,ICAICT
TIK.DEV0606,SUPERVISOR PEMROGRAM SISTEM (SYSTEMS PROGRAMMER SUPERVISOR),ICAICT515A,Verify Client Business Requirements (Memverifikasi Persyaratan Bisnis Klien),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICAICT401A,Determine and Confirm Client Business Requirements (Menentukan dan Konfirmasikan Persyaratan Bisnis Klien),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICAICT409A,Develop Macros and Templates for Clients Using Standard Products (Mengembangkan Makro dan Template untuk Klien yang Menggunakan Produk Standar),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICAICT512A,Plan Process Re-Engineering Strategies for Business (Merencanakan Proses Strategi Re-Engineering untuk Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICAICT709A,Facilitate business analysis,,ICAICT
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICASAD502A,Model data processes,,ICASAD
TIK.DEV0607,ANALIS BISNIS (BUSINESS ANALYST),ICASAD606A,Analyse stakeholder requirements,,ICASAD
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SAD00.001.1,Mengaplikasikan Metodologi Pengembangan Perangkat Lunak,Berlaku,Nomor 44 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.001.1,Menentukan Metode/ Framework,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.002.1,Menentukan Lingkup Quality Assurance untuk Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.003.1,Menentukan Lingkup Quality Assurance untuk Proses Pengembangan Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.004.1,Mengelola Risiko Penjaminan Kualitas,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.005.1,Mendefiniskan Sumber Daya yang Dibutuhkan,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.006.1,Mengintegrasikan Penjaminan Kualitas ke Dalam Organisasi Pengembang,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0608,ANALIS PENJAMINAN KUALITAS PERANGKAT LUNAK (SOFTWARE QA ANALYST),J.62SQA00.007.1,Memverifikasi Pelaksanaan Tahapan Pengembangan Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),J.62SAD00.008.1,Menyusun spesifikasi perangkat lunak,Berlaku,Nomor 44 Tahun 2017
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),J.62SAD00.011.1,Merancang Struktur Perangkat Lunak,Berlaku,Nomor 44 Tahun 2017
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),J.62SAD00.009.1,Meninjau ulang (review) kebutuhan perangkat lunak melalui spesifikasi dan prototipe,Berlaku,Nomor 44 Tahun 2017
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),J.62SAD00.010.1,Melakukan validasi model dan uji penerimaan pengguna,Berlaku,Nomor 44 Tahun 2017
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),J.620100.021.02,Menerapkan Akses Basis Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0609,PENGEMBANG BACKEND (BACKEND DEVELOPER),M.702090.007.01,Mengelola Komunikasi Proyek (Project Communication Management),Berlaku,Nomor 349 Tahun 2014
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.019.02,Menggunakan Library atau Komponen Pre-Existing,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.010.02,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.006.01,Merancang User Experience,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.005.01,Mengimplementasikan User Interface,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0610,PENGEMBANG FRONTEND (FRONTEND DEVELOPER),J.620100.033.02,Melaksanakan Pengujian Unit Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.009.01,Menggunakan Spesifikasi Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.016.01,Menulis Kode dengan Prinsip sesuai Guidelines dan Best Practices,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.019.02,Menggunakan Library atau Komponen Pre-Existing,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.021.02,Menerapkan Akses Basis Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.023.02,Membuat Dokumen Kode Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.033.02,Melaksanakan Pengujian Unit Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.612000.017.01,Membuat Mobile Digital Media,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0611,SUPERVISOR PEMROGRAM MOBILE (MOBILE PROGRAMMER SUPERVISOR),J.620100.039.02,Memberikan Petunjuk Teknis Kepada Pelanggan,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0616,SUPERVISOR INFORMASI (INFORMATION SUPERVISOR),J.62DMI00.004.1,Mengumpulkan Data,Berlaku,Nomor 299 Tahun 2020
TIK.DEV0616,SUPERVISOR INFORMASI (INFORMATION SUPERVISOR),J.62DMI00.005.1,Menelaah Data,Berlaku,Nomor 299 Tahun 2020
TIK.DEV0616,SUPERVISOR INFORMASI (INFORMATION SUPERVISOR),J.62DMI00.006.1,Memvalidasi Data,Berlaku,Nomor 299 Tahun 2020
TIK.DEV0616,SUPERVISOR INFORMASI (INFORMATION SUPERVISOR),J.62DMS00.012.1,Mengelola kualitas data,Berlaku,Nomor 268 Tahun 2020
TIK.DEV0616,SUPERVISOR INFORMASI (INFORMATION SUPERVISOR),J.62DMS00.016.1,Mengelola dokumen dan konten,Berlaku,Nomor 268 Tahun 2020
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.011.01,Merancang Mobile Security Measurement,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.012.01,Mengembangkan Smart Client Security,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.013.01,Merancang Wireless Security Protocol,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.014.01,Melaksanakan Mobile Forensic,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.015.01,Membuat Mobile Unified Communication,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.016.01,Mengembangkan Mobile Financial Service,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.019.01,Merancang Mobile Cloud Computing,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.021.01,Mengembangkan Mobile Sensor pada Mobile Computing Environment,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.026.01,Merancang Spesifikasi Teknis Smartphone/Tablet Sesuai Kebutuhan Pengguna,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.034.01,Merancang Wireless Sensor Network (WSN),Berlaku,Nomor 458 Tahun 2015
TIK.DEV0612,SUPERVISOR MOBILE COMPUTING (MOBILE COMPUTING SUPERVISOR),J.612000.035.01,Menunjukkan Konsep Internet of Things (IoT) dan Smart City Technology,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.001.01,Menganalisis Tools,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.002.01,Menganalisis Skalabilitas Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.003.01,"Melakukan Identifikasi Library, Komponen atau Framework yang Diperlukan",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.006.01,Merancang User Experience,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.008.01,Merancang Arsitektur Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.024.02,Melakukan Migrasi Ke Teknologi Baru,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.027.01,Mengimplementasikan Network Programming,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.028.02,Menerapkan Pemrograman Real Time,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.029.02,Menerapkan Pemrograman Paralel,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.030.02,Menerapkan Pemrograman Multimedia,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.032.01,Melakukan Code Review,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.036.02,Melaksanakan Pengujian Kode Program Secara Statis,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.038.01,Melaksanakan Pengujian Oleh Pengguna (UAT),Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.039.02,Memberikan Petunjuk Teknis Kepada Pelanggan,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.041.01,Melaksanakan Cutover Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.043.01,Menganalisis Dampak Perubahan Terhadap Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.044.01,Menerapkan Alert Notification Jika Aplikasi Bermasalah,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.620100.047.01,Melakukan Pembaharuan Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0601,SUPERVISOR PEMROGRAM (PROGRAMMER SUPERVISOR),J.62090.018.01,Mengelola Risiko Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
